aoi,count,max,min,mean,sd,median
1,63,167.8,122.7,151.8,9.240810605415591,153.8
2,30,165.7,130.8,154.10333333333332,8.64413228661534,156.45
3,18,170.5,148.8,157.9,6.243302293611271,158.85000000000002
