aoi,count,max,min,mean,sd,median
1,33,166.8,149.3,157.79090909090908,4.047712597594755,156.9
2,24,165.7,147.8,157.20833333333334,4.887776827847253,157.95
3,18,162.4,149,156.96666666666667,3.783711218927166,158.35000000000002
